RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
697,15600696,Fowler,639,Spain,Female,47,10,0.0,2,1,1,170148.87,1
698,15600697,Evans,668,Spain,Male,24,10,145521.68,1,0,0,127338.76,1
699,15600698,Clarke,548,Spain,Male,37,6,0.0,2,1,0,143696.16,0
700,15600699,Jackson,775,France,Female,38,1,156913.85,1,1,1,143922.38,0
701,15600700,Turner,541,France,Female,46,10,120630.39,1,1,0,127529.9,0
702,15600701,Wilson,609,France,Male,32,1,108097.3,1,0,1,170613.27,0
703,15600702,Roberts,659,France,Male,18,2,0.0,1,1,0,79010.64,0
704,15600703,Green,841,Germany,Female,27,10,130480.85,1,1,0,169988.6,0
705,15600704,Fowler,609,France,Female,38,5,49212.11,1,1,1,37499.62,0
706,15600705,Fowler,586,Spain,Male,40,2,0.0,2,1,0,40791.92,0
707,15600706,Harris,597,Germany,Female,58,5,170223.93,3,1,1,143751.3,0
708,15600707,Davies,809,Germany,Male,45,0,78649.52,1,0,1,150275.85,1
709,15600708,Jackson,380,France,Male,40,3,0.0,2,1,0,180557.91,0
710,15600709,Baker,554,France,Female,39,10,116210.05,2,1,1,55661.9,0
711,15600710,Smith,850,Germany,Female,51,3,54268.83,1,1,1,12157.82,0
712,15600711,White,707,Spain,Male,33,9,0.0,2,1,1,101986.87,0
713,15600712,Smith,544,Germany,Male,37,5,153124.55,1,1,0,175192.75,1
714,15600713,Clarke,646,Germany,Male,27,7,0.0,1,1,1,194321.7,0
715,15600714,Walker,656,Germany,Female,55,7,0.0,1,1,1,171707.43,0
716,15600715,Taylor,731,France,Male,43,6,0.0,1,0,1,98501.33,0
717,15600716,Thomas,827,Spain,Male,31,0,160221.51,2,1,0,172813.06,0
718,15600717,Thomas,687,France,Female,38,10,136924.69,2,0,0,43580.21,0
719,15600718,Fowler,598,Spain,Male,45,5,76759.33,1,1,1,184312.76,0
720,15600719,Martin,726,Germany,Female,36,7,25105.64,3,1,1,113802.35,0
721,15600720,Fowler,583,Spain,Male,33,6,70918.86,1,0,1,78483.35,0
722,15600721,King,551,France,Female,32,7,121358.4,1,1,1,116746.6,0
723,15600722,Doyle,481,France,Male,43,3,100374.96,2,0,0,157017.63,0
724,15600723,Clarke,500,Germany,Male,35,9,0.0,2,1,1,48784.18,0
725,15600724,Clarke,564,France,Male,34,2,101643.43,2,1,0,21274.08,0
726,15600725,Evans,537,France,Female,24,7,131733.79,1,1,0,146890.9,0
727,15600726,Roberts,680,France,Female,40,6,87697.74,1,1,0,190541.32,0
728,15600727,Johnson,535,France,Male,37,5,114750.74,1,1,1,127758.64,0
729,15600728,King,350,France,Male,35,0,35719.44,2,1,0,29374.11,0
730,15600729,Hill,550,Spain,Female,41,4,0.0,1,1,1,129033.69,0
731,15600730,Wood,605,France,Male,47,0,74387.74,2,0,0,24209.79,0
732,15600731,Fowler,592,France,Male,47,5,101197.62,1,1,0,61401.43,0
733,15600732,Clarke,796,France,Female,45,7,121155.6,1,0,1,7287.94,0
734,15600733,Wilson,591,France,Male,36,5,0.0,1,1,0,98012.82,0
735,15600734,Thomas,735,France,Male,33,8,0.0,2,1,0,64949.48,0
736,15600735,Fowler,648,Spain,Male,28,3,89762.14,2,1,0,20406.86,0
737,15600736,Smith,646,France,Male,32,3,39727.9,4,1,1,62496.43,0
738,15600737,Evans,570,France,Male,39,4,114122.42,2,0,1,129866.45,0
739,15600738,Clarke,644,France,Female,30,2,0.0,2,1,1,58527.23,0
740,15600739,Hall,577,France,Female,40,8,0.0,1,0,0,29471.35,0
741,15600740,Brown,666,France,Male,28,8,0.0,3,1,0,109414.7,1
742,15600741,Hall,627,France,Female,21,4,125151.73,2,1,0,150892.23,0
743,15600742,Smith,559,Germany,Male,48,8,0.0,2,1,1,166198.13,0
744,15600743,Green,745,France,Female,34,0,46410.92,1,1,0,94947.33,1
745,15600744,Roberts,691,Spain,Male,30,1,166413.98,1,1,0,142503.41,0
746,15600745,Smith,607,France,Female,27,3,250000.0,2,1,1,166832.22,0
747,15600746,Doyle,664,France,Male,44,4,155708.09,1,0,1,134904.96,0
748,15600747,Roberts,642,France,Male,54,2,0.0,1,0,0,105927.01,0
749,15600748,Hall,567,Germany,Male,35,5,0.0,1,0,1,12927.93,0
750,15600749,Turner,657,Germany,Male,37,8,43387.65,2,1,0,58716.84,0
751,15600750,Thomas,590,France,Male,51,5,144734.57,1,0,1,64643.22,1
752,15600751,Evans,559,France,Female,19,4,0.0,2,1,1,79607.24,0
753,15600752,Thomas,494,France,Female,61,0,0.0,2,1,1,190227.65,0
754,15600753,Martin,616,France,Male,66,3,0.0,2,1,0,42566.19,0
755,15600754,Taylor,704,Spain,Female,18,8,143664.75,1,1,1,108769.43,0
756,15600755,Davies,583,France,Female,38,8,86842.23,3,0,0,198252.4,0
757,15600756,Wilson,850,France,Female,31,1,95547.2,1,1,1,124140.12,0
758,15600757,Hall,735,Germany,Female,36,0,89152.78,1,0,1,42573.23,0
759,15600758,Jackson,775,France,Female,34,9,0.0,1,1,1,192078.0,0
760,15600759,Thomas,726,France,Male,48,1,53109.8,1,1,1,67922.24,1
761,15600760,Brown,828,Spain,Female,38,6,0.0,2,1,1,10526.27,0
762,15600761,Jackson,574,France,Female,29,9,12710.07,1,1,1,86840.99,0
763,15600762,Brown,404,France,Male,37,8,0.0,2,0,0,48890.48,0
764,15600763,King,607,France,Male,45,6,30528.14,1,1,1,163953.89,0
765,15600764,Hall,704,Germany,Male,26,4,0.0,4,1,0,44771.21,1
766,15600765,Evans,665,France,Female,21,8,126353.41,2,0,0,164150.95,1
767,15600766,Smith,676,France,Male,61,7,0.0,1,1,1,8198.03,0
768,15600767,White,777,France,Female,32,9,73685.25,2,0,0,185902.31,0
769,15600768,Hall,687,France,Female,37,5,0.0,1,0,1,9396.51,0
770,15600769,King,727,Spain,Female,35,10,36058.04,3,1,0,187769.43,0
771,15600770,Jackson,560,France,Male,45,8,113465.08,2,0,0,15664.56,0
772,15600771,White,545,Spain,Female,59,0,0.0,2,1,1,174644.14,0
773,15600772,Hill,805,Spain,Female,45,3,0.0,1,0,1,166435.08,0
774,15600773,Fowler,660,Germany,Male,22,8,106250.68,4,1,1,119290.34,0
775,15600774,Wood,590,France,Female,24,1,66278.75,2,1,1,8161.23,0
776,15600775,Fowler,590,Germany,Male,35,7,93672.03,2,1,0,124607.42,1
777,15600776,King,588,Spain,Female,36,3,0.0,1,1,0,123951.44,0
778,15600777,King,582,France,Male,20,2,84956.76,1,1,1,111882.3,0
779,15600778,Hall,527,Germany,Male,48,5,0.0,2,1,1,126673.59,0
780,15600779,Clarke,506,Germany,Male,27,10,0.0,2,0,1,193653.37,0
781,15600780,Evans,631,France,Male,55,9,148653.85,2,1,0,199105.94,0
782,15600781,Baker,593,Germany,Male,59,4,0.0,2,1,0,104578.67,0
783,15600782,Fowler,756,France,Female,36,0,0.0,2,0,0,19268.32,0
784,15600783,Taylor,678,Spain,Male,44,9,77620.29,1,1,1,27659.84,0
785,15600784,Jackson,675,Germany,Male,25,9,26391.47,2,1,0,144349.82,0
786,15600785,White,579,France,Female,46,6,0.0,1,0,1,196410.75,0
787,15600786,Smith,638,Germany,Female,34,6,0.0,2,1,0,87774.99,1
788,15600787,Harris,685,France,Male,27,5,70397.87,1,1,1,20509.71,0
789,15600788,Thomas,719,Germany,Female,36,0,10732.17,2,1,0,71255.87,1
790,15600789,Martin,641,Spain,Male,34,1,99733.78,2,0,1,77617.05,0
791,15600790,Brown,754,France,Female,35,1,0.0,2,1,1,199322.47,0
792,15600791,Jackson,651,France,Male,49,10,136316.39,1,1,0,137630.09,0
793,15600792,Doyle,726,France,Female,30,0,83032.29,2,0,0,24455.35,0
794,15600793,Walker,603,France,Female,58,6,0.0,1,1,0,68078.27,0
795,15600794,Jackson,476,France,Female,24,3,129363.63,1,0,1,10663.18,0
796,15600795,Jackson,676,France,Female,57,0,98051.57,2,0,1,130959.04,0
797,15600796,Taylor,720,France,Female,28,10,113339.31,2,0,0,134875.11,0
798,15600797,Hall,705,France,Male,39,0,196485.65,1,0,1,12441.85,0
799,15600798,Baker,691,Spain,Female,34,9,0.0,3,0,0,67768.47,0
800,15600799,Wilson,617,Spain,Female,35,8,0.0,1,1,1,180664.84,0
801,15600800,Roberts,573,Spain,Female,48,8,32060.0,3,1,1,165536.39,1
802,15600801,Smith,703,France,Male,55,1,116732.48,2,0,1,115268.3,0
803,15600802,Roberts,691,Germany,Male,52,9,91480.92,3,1,0,97440.05,0
804,15600803,King,596,Spain,Female,35,6,23140.01,2,0,0,198577.53,0
805,15600804,Wood,757,France,Male,41,4,11915.54,3,1,1,144716.92,1
806,15600805,Walker,565,France,Male,30,7,70496.5,2,1,0,190574.41,0
807,15600806,Clarke,594,Spain,Male,28,3,0.0,1,1,1,15245.46,0
808,15600807,Evans,807,France,Female,26,3,118634.84,1,1,1,43218.08,0
809,15600808,Fowler,733,Spain,Male,34,3,0.0,2,0,1,7191.1,0
810,15600809,Hall,616,Germany,Male,42,6,55508.52,1,0,1,173715.61,0
811,15600810,Taylor,678,France,Male,18,6,48294.8,3,1,1,139152.06,0
812,15600811,Turner,665,France,Female,38,2,0.0,1,1,1,36352.68,0
813,15600812,Turner,386,Germany,Female,56,2,0.0,2,1,0,194863.93,1
814,15600813,Jackson,563,Spain,Male,51,10,0.0,1,1,1,191203.65,1
815,15600814,Wood,645,France,Male,33,5,99907.12,2,1,0,45694.96,0
816,15600815,Taylor,616,Germany,Female,24,9,86029.25,3,1,1,129754.94,1
817,15600816,Johnson,674,Germany,Male,44,3,0.0,1,1,1,133952.48,0
818,15600817,Johnson,758,Spain,Female,18,3,49829.09,2,0,1,1799.33,0
819,15600818,Thomas,619,Spain,Male,51,3,0.0,1,0,0,138067.18,0
820,15600819,Taylor,548,France,Female,37,5,203585.74,2,1,0,45046.7,1
821,15600820,Turner,681,France,Male,59,8,15814.0,2,0,1,180362.43,0
822,15600821,Taylor,619,Spain,Female,20,5,0.0,1,1,1,167862.92,0
823,15600822,Smith,635,France,Male,49,3,0.0,1,1,0,181153.42,0
824,15600823,Harris,622,Spain,Female,38,10,73316.7,1,1,1,151753.24,0
825,15600824,Martin,850,Germany,Female,35,6,149068.32,1,1,1,33816.18,0
826,15600825,Davies,435,France,Female,24,4,0.0,2,1,1,72750.31,0
827,15600826,Johnson,613,Spain,Male,46,0,77100.22,1,1,1,142077.36,0
828,15600827,Hill,650,France,Male,46,6,134804.57,3,1,1,65341.68,1
829,15600828,Roberts,575,Germany,Female,59,6,0.0,3,0,1,142296.55,1
830,15600829,Martin,736,France,Female,50,10,167412.41,3,1,0,67895.59,1
831,15600830,Davies,728,Spain,Male,32,2,82484.04,2,0,1,36368.16,0
832,15600831,Fowler,645,Spain,Male,28,1,0.0,1,0,1,104114.6,0
833,15600832,Wilson,624,France,Male,24,10,92569.56,2,1,1,137559.32,0
834,15600833,Fowler,639,Spain,Female,55,6,0.0,2,0,1,103921.94,0
835,15600834,Evans,640,Spain,Female,30,0,0.0,3,0,1,128731.59,1
836,15600835,Thomas,642,Spain,Female,55,1,0.0,1,0,0,88172.15,1
837,15600836,Clarke,632,Germany,Female,45,5,101363.5,1,1,0,155887.93,1
838,15600837,Johnson,674,Germany,Male,43,6,87532.91,4,1,0,130343.32,1
839,15600838,Thomas,722,France,Male,36,2,20087.0,2,0,1,115346.72,0
840,15600839,Doyle,532,Spain,Male,46,4,0.0,1,1,1,87638.97,1
841,15600840,Thomas,549,France,Female,39,8,0.0,2,0,0,107609.78,1
842,15600841,Turner,482,Germany,Male,35,10,58009.29,1,1,0,11150.93,1
843,15600842,Clarke,733,Spain,Male,47,5,0.0,2,0,1,133677.22,0
844,15600843,Martin,674,France,Male,37,4,0.0,1,1,0,41677.93,1
845,15600844,Fowler,699,France,Male,30,3,193391.75,1,1,0,172169.64,0
846,15600845,White,513,Germany,Female,46,1,0.0,1,1,0,162656.41,1
847,15600846,Martin,821,France,Male,38,0,169662.11,1,1,1,106062.98,0
848,15600847,Jackson,592,Spain,Male,44,9,125486.67,1,1,1,169579.08,0
849,15600848,White,666,France,Female,34,0,0.0,1,1,1,134489.85,0
850,15600849,Johnson,732,Germany,Male,26,9,192142.0,1,1,0,29110.75,0
851,15600850,Clarke,555,France,Male,58,2,49748.97,2,1,0,148413.78,0
852,15600851,Martin,598,France,Male,56,7,46159.26,2,1,1,199165.49,0
853,15600852,Smith,667,Germany,Female,49,10,126784.6,2,0,1,9154.48,0
854,15600853,Thomas,850,Germany,Male,35,8,89797.69,1,0,0,49738.97,1
855,15600854,Evans,679,France,Female,36,8,102119.46,1,0,1,119950.41,0
856,15600855,Hill,804,France,Female,54,2,0.0,2,1,1,83623.7,0
857,15600856,Walker,766,Spain,Female,35,6,57205.77,2,1,1,127873.69,0
858,15600857,Taylor,685,Germany,Male,32,7,0.0,3,0,0,117694.46,0
859,15600858,Hill,555,France,Female,60,4,29507.64,3,1,0,157809.9,1
860,15600859,Roberts,752,Spain,Male,38,0,127751.57,2,1,0,15109.68,0
861,15600860,Johnson,506,Spain,Male,58,10,0.0,2,1,1,88682.6,0
862,15600861,Fowler,804,Spain,Male,24,2,3154.27,1,1,1,172150.7,0
863,15600862,Wood,669,Germany,Male,45,10,0.0,2,1,0,73189.62,0
864,15600863,Brown,396,Spain,Male,62,10,0.0,3,0,0,101253.97,1
865,15600864,Davies,617,France,Male,39,0,121052.13,2,1,0,5294.15,0
866,15600865,Wilson,713,Germany,Male,36,8,69813.07,1,0,1,45610.61,0
867,15600866,Thomas,627,Germany,Male,26,6,0.0,1,0,1,93267.37,1
868,15600867,Thomas,719,Germany,Female,51,2,9829.4,1,1,0,80394.66,1
869,15600868,Walker,568,France,Female,31,8,217925.14,1,1,1,143216.32,0
870,15600869,Fowler,525,France,Male,38,1,0.0,2,1,1,122764.12,0
871,15600870,Evans,643,Spain,Female,25,2,117445.05,2,0,1,176176.22,1
872,15600871,Green,653,France,Male,56,10,0.0,1,1,1,171099.37,1
873,15600872,White,617,Germany,Male,52,8,54105.5,2,1,0,49002.75,0
874,15600873,Doyle,768,France,Male,39,1,0.0,1,1,1,4510.11,0
875,15600874,Hill,568,Spain,Male,26,1,0.0,2,1,1,171039.68,0
876,15600875,Hall,680,Germany,Male,56,2,105325.59,1,1,1,66495.05,1
877,15600876,King,657,France,Male,35,0,0.0,2,1,1,70074.83,0
878,15600877,Smith,501,France,Male,27,2,0.0,2,1,0,32520.56,0
879,15600878,Hill,523,Spain,Male,20,6,0.0,2,1,1,138908.45,0
880,15600879,Davies,651,Spain,Male,32,0,0.0,2,1,1,56741.67,0
881,15600880,Green,840,France,Male,23,3,91949.3,1,1,0,36171.88,0
882,15600881,Hall,706,Spain,Male,32,3,0.0,2,1,1,101174.76,0
883,15600882,Hill,484,Germany,Male,47,10,72648.13,1,0,0,150332.77,0
884,15600883,Wood,351,France,Male,35,10,85034.05,1,1,1,54650.12,0
885,15600884,Wilson,720,France,Male,43,9,15239.79,2,0,0,144685.76,0
886,15600885,Fowler,641,France,Male,31,3,173227.03,2,1,0,92933.05,0
887,15600886,Baker,760,France,Male,40,5,0.0,3,0,1,81350.77,0
888,15600887,Roberts,565,France,Female,60,5,0.0,1,1,1,72544.65,0
889,15600888,Taylor,684,France,Male,35,9,0.0,2,1,1,29970.61,0
890,15600889,Harris,731,Spain,Male,43,8,0.0,1,0,1,67194.12,0
891,15600890,Harris,607,France,Male,22,9,161947.93,2,1,0,175971.05,0
892,15600891,Doyle,609,Germany,Female,56,6,0.0,2,1,1,21331.22,0
893,15600892,Turner,652,France,Female,34,10,131010.16,2,0,1,191701.7,0
894,15600893,Roberts,702,France,Female,51,8,149839.66,2,0,0,22391.81,1
895,15600894,Brown,649,Germany,Female,38,8,0.0,2,1,1,73044.3,0
896,15600895,Evans,744,Germany,Male,46,7,0.0,1,1,0,121654.93,1
897,15600896,Doyle,606,France,Female,46,3,176363.8,4,1,0,167730.44,1
898,15600897,Martin,522,France,Male,34,6,133582.06,3,1,1,29572.98,0
899,15600898,Brown,840,France,Female,51,3,97919.3,1,1,1,29079.34,0
900,15600899,Evans,592,Spain,Male,31,7,109268.76,1,1,1,126047.25,0
901,15600900,Johnson,595,France,Male,48,2,0.0,1,1,1,59256.58,0
902,15600901,Baker,644,France,Female,35,8,0.0,2,1,0,129255.92,0
903,15600902,Taylor,656,France,Male,43,6,0.0,3,1,1,164296.06,0
904,15600903,Wood,613,France,Female,34,7,0.0,2,1,0,16297.23,0
905,15600904,Wilson,648,Germany,Male,40,2,100608.33,1,1,0,169054.33,0
906,15600905,Green,646,Spain,Female,27,8,28725.68,1,1,0,8479.49,1
907,15600906,Green,667,France,Female,42,8,0.0,2,1,0,179866.41,0
908,15600907,Taylor,424,France,Male,39,1,0.0,1,1,0,195148.01,0
909,15600908,Evans,831,France,Female,33,3,100067.73,1,1,1,133823.59,0
910,15600909,Hall,636,France,Female,38,7,40273.32,1,1,1,196866.81,0
911,15600910,Smith,706,Germany,Female,40,9,0.0,1,1,1,164576.38,0
912,15600911,Walker,518,Germany,Male,32,8,0.0,1,0,0,9828.73,1
913,15600912,Doyle,605,Germany,Male,38,5,114259.16,2,1,1,1758.38,0
914,15600913,Davies,585,Germany,Female,28,3,0.0,1,1,0,5138.9,1
915,15600914,Smith,791,Germany,Male,65,10,80191.98,1,1,1,90929.49,0
916,15600915,Brown,594,Germany,Male,51,9,150351.2,2,1,1,125053.14,0
917,15600916,Jackson,723,France,Male,42,9,0.0,3,0,0,96812.89,0
918,15600917,Jackson,588,France,Female,52,3,46148.9,2,1,1,135748.93,0
919,15600918,Baker,607,France,Male,18,4,0.0,2,0,1,90470.92,0
920,15600919,White,626,Spain,Female,18,2,0.0,2,0,0,9470.2,0
921,15600920,Evans,773,France,Female,35,10,0.0,2,0,1,46007.17,0
922,15600921,Baker,469,Germany,Male,24,9,13051.29,2,1,1,198532.22,0
923,15600922,Baker,524,Spain,Male,36,1,0.0,1,1,0,69826.9,0
924,15600923,Smith,463,Spain,Female,41,2,0.0,2,1,0,65628.38,0
925,15600924,Doyle,546,France,Male,49,6,46822.09,1,1,0,31405.62,0
926,15600925,King,572,France,Female,26,4,0.0,1,1,1,197441.6,0
927,15600926,King,495,France,Female,43,5,77872.59,1,0,0,46861.4,0
928,15600927,Martin,580,Germany,Female,39,4,148031.53,1,1,1,129718.49,0
929,15600928,Thomas,457,Spain,Male,43,7,56362.45,1,0,0,9367.44,0
930,15600929,Martin,552,Spain,Female,33,9,58363.11,2,0,1,14227.99,0
931,15600930,White,765,France,Female,54,10,43468.84,1,0,1,143633.59,0
932,15600931,Clarke,689,France,Male,38,5,0.0,1,1,1,127398.46,0
933,15600932,Hall,668,France,Female,59,9,119105.17,1,1,1,136352.32,0
934,15600933,Brown,554,Germany,Female,30,7,82568.91,1,1,1,46963.11,0
935,15600934,Clarke,503,Germany,Female,47,2,93014.54,2,1,1,196992.91,0
936,15600935,King,541,France,Male,38,8,160105.26,1,1,0,112116.66,0
937,15600936,King,646,Germany,Male,35,3,163264.44,1,1,0,193940.09,1
938,15600937,Hall,733,France,Male,46,6,0.0,1,0,1,33669.94,0
939,15600938,Fowler,737,Germany,Male,36,7,0.0,1,1,0,81614.8,1
940,15600939,Clarke,711,France,Male,18,10,102410.58,1,0,0,67801.42,0
941,15600940,Brown,579,France,Female,18,10,64612.5,1,0,1,151259.91,0
942,15600941,Doyle,652,Germany,Male,53,8,108022.6,2,1,1,149766.72,0
943,15600942,Johnson,619,France,Female,53,5,0.0,3,0,0,97822.21,0
944,15600943,Walker,631,France,Male,60,4,170445.33,2,0,0,4213.45,0
945,15600944,Thomas,846,France,Male,39,4,118321.93,1,1,0,35865.94,0
946,15600945,Brown,481,France,Male,25,10,42414.12,1,1,0,11002.87,0
947,15600946,Davies,627,Spain,Male,34,2,57802.44,2,1,0,169555.9,0
948,15600947,Roberts,766,Germany,Female,39,5,0.0,1,0,1,58664.54,0
949,15600948,Roberts,509,Germany,Female,28,7,0.0,3,1,1,24466.6,0
950,15600949,Davies,588,France,Female,57,0,0.0,2,1,0,71480.3,1
951,15600950,Evans,599,Spain,Male,64,6,17118.93,1,1,0,16380.57,0
952,15600951,King,629,France,Female,44,2,132718.62,1,1,1,195792.57,1
953,15600952,Brown,497,France,Male,39,3,160223.85,3,1,0,63686.57,0
954,15600953,Fowler,707,France,Female,25,6,0.0,4,1,0,186680.27,0
955,15600954,Harris,714,Germany,Male,56,0,0.0,2,1,0,136863.01,1
956,15600955,Johnson,699,Germany,Male,40,1,113924.15,1,0,1,113655.29,0
957,15600956,White,566,Germany,Male,36,5,88919.86,2,0,0,95623.9,0
958,15600957,Taylor,658,Spain,Male,44,6,30480.14,1,1,0,137788.64,1
959,15600958,Martin,564,France,Male,33,1,54102.71,1,1,1,137568.79,0
960,15600959,Doyle,618,Spain,Female,41,3,73696.02,2,1,1,3093.69,0
961,15600960,Walker,850,Spain,Female,23,3,103650.26,3,1,1,181648.97,0
962,15600961,Davies,659,France,Female,51,5,0.0,1,1,1,74224.72,0
963,15600962,Evans,536,France,Male,38,3,101570.32,1,1,1,71301.35,1
964,15600963,Clarke,667,France,Female,52,0,6134.46,1,1,0,81911.52,0
965,15600964,Wood,520,Germany,Male,37,5,126586.98,1,0,0,137371.28,0
966,15600965,Turner,535,France,Male,38,9,90187.87,1,1,0,75827.53,1
967,15600966,Jackson,550,Germany,Male,26,6,0.0,2,0,0,75392.38,0
968,15600967,Doyle,607,France,Male,47,3,0.0,1,1,0,13629.51,0
969,15600968,Hill,740,Spain,Female,29,5,107790.22,2,1,0,83911.69,0
970,15600969,Brown,706,France,Male,34,1,245607.05,1,1,1,30746.22,0
971,15600970,Turner,700,France,Male,39,2,0.0,1,0,1,171262.26,0
972,15600971,White,545,France,Female,40,4,86280.32,1,1,0,67567.71,0
973,15600972,Clarke,598,France,Male,20,6,0.0,1,0,1,192212.61,0
974,15600973,Brown,676,Germany,Female,36,5,174054.65,2,0,0,137221.07,1
975,15600974,Thomas,590,France,Male,48,10,26249.41,2,1,1,151474.16,0
976,15600975,Jackson,623,Spain,Female,35,7,0.0,3,1,1,189602.49,0
977,15600976,Baker,692,France,Female,37,0,63954.46,1,1,0,48548.02,1
978,15600977,Hall,617,France,Female,41,5,79586.51,2,1,0,113890.9,0
979,15600978,Fowler,672,Spain,Female,38,6,11683.73,3,1,1,9104.44,0
980,15600979,Martin,803,France,Female,28,0,0.0,1,1,1,21050.98,0
981,15600980,Baker,634,Germany,Female,39,4,0.0,2,0,1,73950.8,0
982,15600981,Fowler,763,Germany,Male,50,9,23170.07,3,1,0,136817.87,1
983,15600982,Davies,704,Spain,Male,27,3,158897.98,2,1,0,166507.03,0
984,15600983,Turner,509,France,Female,35,5,62272.48,2,0,0,52024.44,1
985,15600984,Baker,544,France,Male,24,2,108403.4,2,1,1,150066.37,0
986,15600985,Turner,570,Germany,Male,49,0,136277.9,1,1,0,45633.94,1
987,15600986,Turner,568,France,Male,38,3,0.0,2,1,0,2205.07,0
988,15600987,Fowler,641,France,Male,30,8,0.0,3,0,1,11828.19,0
989,15600988,Walker,709,France,Male,40,10,128244.62,1,0,1,117526.17,0
990,15600989,Thomas,770,Germany,Female,26,7,0.0,2,1,0,99932.36,0
991,15600990,Hall,680,Spain,Female,28,9,0.0,2,1,1,54814.62,0
992,15600991,Davies,607,Germany,Female,23,7,84000.88,1,1,1,2303.02,0
993,15600992,Brown,450,Germany,Male,27,7,1448.2,2,0,1,114034.06,0
994,15600993,Brown,657,France,Male,54,4,100569.4,2,1,0,163703.72,1
995,15600994,Hall,652,Germany,Female,31,0,0.0,2,1,1,14640.43,0
996,15600995,Turner,668,France,Male,44,4,74278.82,2,0,0,147558.42,0
997,15600996,Harris,850,Spain,Female,30,9,0.0,1,0,1,127273.98,0
998,15600997,Doyle,769,France,Male,47,5,0.0,3,0,1,96391.6,1
999,15600998,Walker,725,Germany,Female,28,8,44921.28,2,0,1,10619.93,0
1000,15600999,Brown,558,France,Male,39,0,169837.31,2,0,1,184790.71,0
1001,15601000,Clarke,601,France,Female,40,2,142076.93,1,0,1,96010.76,0
1002,15601001,Fowler,641,France,Female,65,3,66382.46,1,0,0,80521.79,0
1003,15601002,Jackson,576,France,Male,46,3,29018.79,3,1,0,172433.61,1
1004,15601003,Green,698,France,Female,32,10,0.0,1,1,0,169270.07,0
1005,15601004,Wood,684,Spain,Male,47,5,0.0,1,1,1,145724.93,0
1006,15601005,Martin,546,France,Female,63,7,49449.37,2,1,0,166042.64,1
1007,15601006,Hall,765,Germany,Female,21,7,155964.62,2,0,1,25741.37,1
1008,15601007,Hall,660,France,Male,30,4,52626.19,2,1,1,152422.2,0
1009,15601008,Thomas,484,Spain,Male,36,10,40463.1,2,1,1,66278.78,0
1010,15601009,Wood,645,France,Female,34,2,0.0,3,1,0,173631.46,0
1011,15601010,Davies,677,Spain,Male,35,0,0.0,1,0,1,74676.06,0
1012,15601011,Johnson,743,Spain,Female,25,8,90470.25,2,0,1,11806.49,0
1013,15601012,Fowler,618,France,Female,54,7,0.0,2,1,1,83461.67,0
1014,15601013,Clarke,729,Germany,Female,23,2,96447.61,2,0,1,151598.63,0
1015,15601014,Wood,668,France,Male,37,9,96653.05,1,0,0,100685.48,0
1016,15601015,Davies,524,France,Female,51,1,101283.07,1,0,0,152963.15,1
1017,15601016,Clarke,514,Spain,Female,39,2,0.0,2,1,1,8019.47,0
1018,15601017,Thomas,758,Germany,Male,28,1,0.0,2,1,1,36255.68,0
1019,15601018,Brown,765,France,Male,24,2,0.0,2,0,1,113157.98,0
1020,15601019,Hall,681,France,Male,36,8,0.0,2,1,1,77677.44,0
1021,15601020,Davies,794,Germany,Male,31,7,0.0,2,1,1,136354.97,0
1022,15601021,Turner,751,Spain,Female,41,7,0.0,1,0,1,192548.29,0
1023,15601022,Clarke,716,Germany,Male,24,9,0.0,2,1,1,132312.53,0
1024,15601023,Clarke,563,Spain,Female,48,0,0.0,2,0,1,84055.22,1
1025,15601024,Jackson,816,Spain,Male,40,6,0.0,1,1,0,108930.44,1
1026,15601025,Jackson,701,France,Male,41,1,72886.78,1,1,0,182652.47,1
1027,15601026,White,613,Germany,Male,55,10,0.0,2,1,0,134924.86,0
1028,15601027,Evans,586,France,Female,34,6,69293.06,2,1,0,160832.72,1
1029,15601028,Harris,675,Spain,Female,31,8,180615.34,1,0,1,61002.16,0
1030,15601029,Fowler,490,France,Male,33,6,0.0,1,1,1,149119.91,0
1031,15601030,Wood,717,Spain,Female,37,4,138066.6,1,1,0,28746.84,0
1032,15601031,Roberts,558,Spain,Male,38,7,174771.32,2,1,0,150205.35,0
1033,15601032,Fowler,686,Spain,Male,30,9,5343.2,2,1,1,176430.16,0
1034,15601033,Wood,600,Germany,Male,18,1,0.0,1,0,1,180146.26,0
1035,15601034,Fowler,625,France,Female,33,9,72314.17,3,0,1,24201.42,0
1036,15601035,Jackson,577,Spain,Female,43,7,92267.7,1,0,0,166146.53,1
1037,15601036,Roberts,635,France,Female,40,0,79098.59,1,1,0,22877.37,1
1038,15601037,Hall,831,France,Male,52,10,0.0,1,1,1,96200.99,0
1039,15601038,Hall,783,France,Male,61,1,0.0,2,1,1,136821.78,0
1040,15601039,Taylor,684,France,Female,47,6,208480.9,2,0,1,97365.57,0
1041,15601040,Hall,648,France,Male,54,1,0.0,1,0,1,68642.01,0
1042,15601041,Smith,731,Spain,Female,47,2,0.0,2,0,0,137080.41,0
1043,15601042,White,758,Spain,Female,58,7,102436.58,2,1,0,132514.88,1
1044,15601043,Hill,570,Spain,Male,59,7,43635.14,2,1,0,116995.64,1
